fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
14.5,2009-12-15 22:18:48 UTC,-73.978457,40.783292,-73.940719,40.845005,1
7,2015-01-22 08:27:10 UTC,-73.98394775,40.74375153,-73.99259186,40.72537994,1
16.9,2010-03-20 21:51:01 UTC,-73.954765,40.777606,-73.983955,40.722295,1
10,2014-05-23 03:15:38 UTC,-73.985468,40.74701,-73.990586,40.719027,1
9.3,2009-03-27 07:29:35 UTC,-73.946125,40.78012,-73.971306,40.757877,1
12.5,2011-01-11 13:08:00 UTC,-73.990523,40.762595,-73.977952,40.741858,1
49.8,2011-08-10 07:36:00 UTC,-73.783545,40.648577,-73.9715,40.7611,1
5.7,2011-08-24 21:06:00 UTC,-73.952507,40.768398,-73.963253,40.757447,1
9.3,2009-06-15 17:13:10 UTC,-74.006251,40.712062,-73.993574,40.741682,1
4.9,2011-10-27 15:05:10 UTC,-73.9972,40.7144,-73.9921,40.7255,2
16.5,2014-04-19 22:38:20 UTC,-73.990247,40.759167,-73.950842,40.769716,1
3.3,2011-03-12 09:23:00 UTC,-73.951775,40.773567,-73.947643,40.779212,1
32,2013-07-15 09:41:00 UTC,-73.865645,40.771475,-74.014182,40.70437,5
19.5,2015-06-28 19:50:21 UTC,-73.95630646,40.77148056,-73.95835114,40.71520996,2
6.5,2010-05-02 12:16:00 UTC,-73.984087,40.737482,-73.967648,40.760303,5
6.1,2010-10-24 02:51:28 UTC,-73.955289,40.720134,-73.938967,40.715343,1
7.7,2012-03-20 21:45:25 UTC,-73.961265,40.771915,-73.978963,40.745994,1
10.5,2013-02-06 18:24:22 UTC,-73.988898,40.752761,-73.99172,40.726897,1
4.5,2014-07-01 06:21:23 UTC,-73.976686,40.755929,-73.985206,40.759477,1
6.1,2011-06-20 09:32:51 UTC,-73.991132,40.75365,-73.991541,40.741009,1
21.5,2013-01-10 23:37:00 UTC,-73.988607,40.727297,-73.899838,40.739502,1
5,2013-01-24 13:34:00 UTC,-73.994682,40.725855,-73.988762,40.722952,2
5.5,2013-07-02 22:39:18 UTC,-73.982399,40.731667,-73.997037,40.737488,1
32.83,2014-10-15 21:13:09 UTC,-73.862975,40.769187,-73.983902,40.743463,1
8.5,2011-03-16 12:36:00 UTC,-73.974327,40.755015,-73.985717,40.759608,2
9,2013-04-28 12:54:13 UTC,-73.998456,40.724973,-74.004162,40.742595,1
6,2014-10-24 20:43:59 UTC,-73.97886,40.751322,-73.975305,40.74585,2
7.5,2015-01-19 07:05:08 UTC,-73.97034454,40.75257874,-73.99079132,40.75120163,6
17.3,2009-04-06 09:36:26 UTC,-74.01583,40.711327,-73.980663,40.744378,1
12.9,2011-05-21 09:46:21 UTC,-73.959247,40.767427,-73.968403,40.79908,1
16.5,2013-03-20 22:49:00 UTC,-73.996038,40.74358,-73.972355,40.693182,1
8.5,2014-07-03 15:42:00 UTC,-73.963342,40.768732,-73.975428,40.752267,1
3.3,2009-01-19 12:58:05 UTC,-73.95226,40.783779,-73.957708,40.776227,1
7.5,2015-06-15 12:44:37 UTC,-73.96342468,40.77750778,-73.96489716,40.76487732,1
4.5,2012-03-02 09:44:45 UTC,-73.989854,40.702666,-73.999213,40.693973,1
10.5,2013-03-03 01:32:09 UTC,-73.972125,40.757181,-73.995458,40.727047,1
28.1,2009-11-25 11:28:36 UTC,-74.004068,40.716719,-73.939667,40.844999,2
3.7,2010-04-22 10:42:00 UTC,-73.97638,40.750217,-73.982323,40.748467,1
11.5,2012-09-20 20:06:50 UTC,0,0,0,0,1
7,2013-10-24 07:50:00 UTC,-73.98906,40.726857,-73.984123,40.743025,1
8.5,2014-06-17 17:50:00 UTC,0,0,0,0,1
10.5,2010-04-06 13:08:56 UTC,-73.950477,40.78328,-73.969035,40.749809,1
8.9,2011-04-06 21:26:00 UTC,-73.981598,40.73275,-73.952745,40.766593,1
11.7,2012-09-02 16:22:50 UTC,-73.99209,40.695094,-73.955132,40.717156,2
6,2013-12-07 18:21:00 UTC,-73.958523,40.7645,-73.96655,40.764452,1
5.5,2014-01-12 17:06:32 UTC,-73.98463,40.748252,-73.979311,40.754489,1
6.9,2011-06-05 17:19:40 UTC,-73.973752,40.779586,-73.985703,40.76805,1
8.1,2009-04-03 22:31:00 UTC,-73.991232,40.750348,-73.986317,40.75912,1
5.3,2011-09-30 20:04:00 UTC,-73.992845,40.758112,-73.997693,40.754638,5
3.5,2012-10-23 19:28:19 UTC,-73.948326,40.776335,-73.95324,40.778544,1
3.5,2014-01-31 12:50:00 UTC,-73.984663,40.736795,-73.987343,40.733222,3
11.5,43,-73.981947,40.7282,-73.988582,40.759202,1
10.5,2015-03-09 07:47:54 UTC,-73.97106171,40.75167847,-73.99219513,40.74937057,2
11.3,2009-01-25 11:31:00 UTC,-73.975773,40.740607,-73.938297,40.757128,1
4.5,2011-02-19 12:12:54 UTC,-73.974277,40.762992,-73.97262,40.754446,1
6.9,2011-07-30 01:03:20 UTC,-73.993649,40.757206,-73.983403,40.744184,4
7.7,2012-07-10 08:30:38 UTC,-73.980258,40.751757,-73.985354,40.766019,1
10.5,2013-01-13 22:59:53 UTC,-74.00597,40.740063,-73.989495,40.77453,2
12.5,2010-04-21 21:50:00 UTC,-73.989635,40.75666,-73.951067,40.780173,5
180,2013-01-16 20:19:58 UTC,-74.429332,40.500046,-74.429332,40.500046,1
18.5,2010-08-08 15:10:00 UTC,-74.010358,40.707788,-73.975095,40.761328,5
7.3,2011-12-27 08:14:53 UTC,-73.961049,40.777876,-73.981839,40.75635,1
5.5,2013-08-19 12:37:00 UTC,-73.963882,40.768085,-73.954878,40.777527,1
10.5,2009-11-20 08:10:01 UTC,-73.954882,40.777387,-73.98196,40.752053,1
10.1,2010-04-30 07:23:16 UTC,-73.997887,40.722639,-73.978427,40.754839,1
7.5,2013-04-06 10:35:43 UTC,-73.971043,40.782939,-73.972287,40.800157,1
5.7,2011-12-25 08:11:00 UTC,-73.992157,40.759595,-74.004287,40.742232,1
15,2012-11-27 09:46:23 UTC,-73.968872,40.764011,-73.982456,40.744967,1
12.5,2013-09-17 12:06:17 UTC,-73.983731,40.749556,-73.978818,40.761043,1
9.7,2010-05-10 20:07:37 UTC,-73.985413,40.741423,-73.953599,40.767099,1
10.1,2011-11-28 18:32:00 UTC,-74.010905,40.710857,-73.991607,40.748842,1
14.5,2013-03-29 06:03:00 UTC,-73.955837,40.772375,-73.994037,40.736147,1
43,2013-08-28 17:19:00 UTC,-73.873372,40.77389,-73.984377,40.691685,5
24,2014-12-11 14:49:00 UTC,-73.9925,40.74784,-73.96565,40.76328,1
30.1,2009-10-22 15:17:35 UTC,-73.788145,40.641979,-73.880388,40.748567,1
10.9,2011-01-13 15:55:00 UTC,-73.981972,40.765642,-73.961083,40.806632,5
15,2013-07-06 12:02:40 UTC,-74.005727,40.740298,-73.958997,40.780615,2
8,2015-04-08 13:28:01 UTC,-73.9996109,40.72214127,-74.0116272,40.7140007,1
5,2013-09-29 19:00:08 UTC,-73.961083,40.769035,-73.952288,40.773012,1
8,2013-10-22 16:57:05 UTC,-74.009602,40.726243,-73.994676,40.750445,1
4.5,2009-05-30 00:54:45 UTC,-73.984695,40.732178,-73.978966,40.725724,2
7,2015-02-27 06:49:36 UTC,-73.98956299,40.72008514,-73.99205017,40.7312088,1
10.1,2009-09-16 09:06:00 UTC,-73.97329,40.747983,-73.974415,40.724483,5
10.5,2010-03-20 20:12:49 UTC,-73.99438,40.732091,-73.965533,40.754566,4
8.9,2010-08-20 10:02:00 UTC,-73.98362,40.721473,-74.008707,40.706605,1
12.5,2011-01-18 15:14:00 UTC,-73.991753,40.731875,-73.967462,40.760708,
3.5,2014-01-21 20:08:00 UTC,-73.962743,40.77072,-73.965292,40.77177,6
8.1,2010-04-23 22:04:00 UTC,-73.975713,40.74506,-73.978712,40.724368,1
6.5,2013-08-09 16:06:00 UTC,-74.002742,40.760622,-74.006617,40.738857,5
5.7,2009-04-22 20:51:21 UTC,-73.991414,40.744874,-73.9784,40.752352,1
5,2015-04-29 10:13:13 UTC,-73.98518372,40.76876068,-73.97302246,40.7641983,1
43,2009-09-21 16:56:52 UTC,-74.001379,40.746612,-73.982894,40.773289,1
39.7,2009-12-02 19:15:22 UTC,-73.788539,40.641357,-73.935006,40.752088,1
6.5,2014-03-11 08:38:45 UTC,-73.986247,40.759434,-73.999869,40.758817,1
6.5,2014-01-20 06:54:00 UTC,-73.991218,40.727797,-73.977475,40.738842,1
10.5,2014-02-16 15:10:17 UTC,-73.976971,40.745448,-74.003377,40.736261,1
7,2014-08-13 14:43:02 UTC,-73.976453,40.750313,-73.987291,40.74982,1
3.3,2011-06-18 12:27:46 UTC,-73.98736,40.750568,-73.989068,40.754027,1
13.5,2013-04-06 14:01:22 UTC,-74.000694,40.720785,-73.992959,40.74267,1
10.5,2014-06-15 15:01:05 UTC,-73.977364,40.763682,-73.9927,40.758198,1
9.3,2009-06-07 00:26:07 UTC,-73.97895,40.740626,-74.004094,40.742935,2
6.5,2010-01-28 11:37:00 UTC,-73.996078,40.744367,-74.006027,40.748588,5
7.3,2011-04-29 16:34:00 UTC,-73.959512,40.809398,-73.94688,40.80078,4
14.5,2014-11-16 16:11:00 UTC,-73.9942,40.751602,-74.004147,40.721852,5
8.1,2009-09-17 12:17:00 UTC,-73.970742,40.76424,-73.98459,40.779792,1
14.5,2013-09-13 15:06:00 UTC,-73.965975,40.767792,-73.989655,40.739495,1
5,2015-05-16 01:52:26 UTC,-73.96847534,40.7632103,-73.96773529,40.75588989,2
6.9,2010-08-18 20:17:00 UTC,-74.000957,40.730845,-73.991133,40.750415,5
16.9,2011-04-23 23:23:58 UTC,-73.985798,40.722886,-73.976439,40.788464,1
13,2012-11-19 01:20:56 UTC,-73.958197,40.772873,-73.975351,40.73024,2
6,2013-08-09 23:28:00 UTC,-73.977845,40.742215,-73.987593,40.72151,1
28.27,2009-09-16 18:53:13 UTC,-73.872426,40.773876,-73.978782,40.763754,1
40.83,2014-10-24 08:56:06 UTC,-73.975067,40.759048,-73.885221,40.772407,1
6.5,2014-11-29 21:33:00 UTC,-73.983742,40.7412,-73.973387,40.743797,1
6.5,2011-12-14 07:42:39 UTC,-73.991768,40.751541,-73.97624,40.750805,1
9.7,2012-03-24 11:45:12 UTC,-73.976416,40.760155,-74.006985,40.741589,1
6,2012-10-08 17:31:26 UTC,-73.99279,40.753533,-73.977897,40.747413,1
7.7,2009-03-05 16:04:49 UTC,-73.957448,40.779976,-73.97512,40.761177,1
8.1,2011-06-08 22:47:00 UTC,-73.967215,40.764222,-73.989032,40.739672,1
12.1,2012-01-08 01:33:31 UTC,-73.975109,40.761631,-73.991803,40.723838,1
4.9,2010-06-03 19:41:34 UTC,-73.952257,40.77701,-73.940795,40.78657,1
4.5,2009-02-17 07:30:00 UTC,0,0,0,0,2
16.5,2009-11-10 20:11:00 UTC,-73.975272,40.749603,-73.941628,40.706772,1
6.9,2010-01-27 07:08:00 UTC,-73.99876,40.73555,-73.985808,40.753593,
7,2013-05-07 01:11:53 UTC,-74.00758,40.743351,-73.989144,40.744682,
31.83,2013-05-29 23:47:00 UTC,-73.866135,40.771242,-73.95456,40.767247,1
6.5,2013-01-31 12:32:00 UTC,-73.965268,40.763757,-73.971925,40.76064,1
6,2013-12-16 13:22:39 UTC,-73.957536,40.765964,-73.963044,40.772229,1
55.83,2013-06-27 21:47:00 UTC,-73.989422,40.730202,-73.833507,40.672917,1
18.9,2011-09-24 02:28:21 UTC,-74.00468,40.746881,-73.94183,40.725904,2
3,2013-08-06 18:03:59 UTC,-73.982204,40.73618,-73.985603,40.735148,1
6,2015-01-19 11:54:29 UTC,-73.98178101,40.76362228,-73.97792816,40.75411606,6
4.1,2009-03-24 11:40:17 UTC,-74.000804,40.742088,-73.996935,40.747343,1
5.5,2014-05-06 18:33:09 UTC,-73.961474,40.768528,-73.967633,40.76527,1
12,2015-01-28 23:47:10 UTC,-73.98104095,40.76779175,-73.94867706,40.7777977,1
6.1,2009-04-22 01:42:00 UTC,-73.989437,40.726382,-73.987778,40.710502,1
6.5,2010-02-04 22:44:36 UTC,-73.992466,40.725432,-73.980528,40.74592,1
4.1,2011-09-24 22:57:00 UTC,-74.000685,40.742238,-74.000355,40.735275,2
6.5,2015-04-15 10:06:30 UTC,-73.97882843,40.73712921,-73.98190308,40.73219299,1
3.3,2009-10-23 14:42:00 UTC,-74.001218,40.674023,-73.999423,40.672925,1
13,2013-01-17 01:14:00 UTC,-73.975545,40.76071,-73.96581,40.7956,2
15,2013-06-25 09:10:52 UTC,-73.938891,40.79163,-73.963925,40.768646,2
9.5,2014-06-25 08:13:38 UTC,-73.97046,40.756691,-73.987003,40.752119,1
2.5,2013-07-21 00:10:23 UTC,-73.956556,40.779828,-73.956556,40.779828,1
10,2014-06-18 17:09:15 UTC,-73.96701,40.756902,-73.975928,40.744852,1
8,2014-05-10 17:38:00 UTC,-73.978077,40.679975,-73.98949,40.665362,3
7,2014-07-15 18:51:00 UTC,-73.980687,40.729712,-73.997015,40.736475,2
6.1,2011-09-11 01:21:16 UTC,-73.995771,40.724808,-74.000378,40.737541,3
8.5,2011-09-30 13:12:00 UTC,-74.00186,40.751887,-74.003127,40.759677,5
26.5,2013-03-15 10:51:38 UTC,-73.978749,40.766575,-74.009016,40.70517,1
7,2014-04-01 16:36:00 UTC,-73.966362,40.75345,-73.966727,40.76418,5
1.14,2014-05-31 15:53:02 UTC,-73.862829,40.769014,-73.982075,40.723854,1
9,2015-06-30 22:42:39 UTC,-73.9972229,40.72622681,-73.97862244,40.73443222,1
3.7,2010-07-08 17:33:00 UTC,-73.968922,40.764022,-73.966465,40.77123,1
11.7,2009-07-04 23:23:36 UTC,-73.988486,40.750142,-73.94883,40.785078,3
49.8,2012-07-08 11:09:00 UTC,-73.988398,40.74545,-73.793017,40.658157,5
16.9,2012-04-04 22:23:27 UTC,-73.97033,40.785724,-73.930398,40.855959,2
4.1,2009-12-29 17:19:02 UTC,-73.971979,40.782112,-73.966392,40.789885,2
8.5,2012-06-24 03:15:00 UTC,-74.008557,40.74061,-73.984283,40.73207,2
8.5,2012-10-12 22:45:09 UTC,-74.009089,40.704779,-73.996267,40.721975,3
7,2013-12-09 07:51:37 UTC,-73.961955,40.770509,-73.95476,40.783198,3
10.9,2009-07-31 16:03:32 UTC,-73.994218,40.728629,-73.97394,40.753157,1
6.5,2010-03-31 12:41:33 UTC,-73.987559,40.744963,-73.990453,40.756686,1
10.9,2010-03-06 16:08:02 UTC,-73.987083,40.761165,-74.002791,40.739225,4
5,2013-02-22 17:43:00 UTC,-73.952828,40.783255,-73.95959,40.77384,1
25,2014-02-22 17:20:23 UTC,0,0,0,0,2
12.5,2009-05-03 20:39:18 UTC,-74.00824,40.747555,-73.985106,40.764429,2
15.3,2011-12-19 22:28:00 UTC,-73.982258,40.773258,-74.011645,40.714978,1
11.3,2011-06-15 13:19:33 UTC,-73.965465,40.768908,-73.984481,40.761197,1
39.7,2012-03-13 16:40:38 UTC,-73.864485,40.770288,-73.994438,40.717089,1
19,2015-04-10 09:42:12 UTC,-73.96973419,40.74876785,-74.00120544,40.72164536,1
5.5,2015-06-07 19:32:55 UTC,-73.97834778,40.75246429,-73.97429657,40.76290512,1
8.1,2011-03-03 22:26:07 UTC,-73.991238,40.760247,-73.969565,40.757045,1
15.7,2012-02-18 22:38:18 UTC,-73.946715,40.776642,-73.990242,40.718084,2
4.5,2012-11-20 06:24:44 UTC,-74.000273,40.740421,-74.00707,40.72879,1
5,2015-03-15 23:54:03 UTC,-73.99182892,40.72951889,-73.99404907,40.72274017,1
6.5,2009-11-01 08:01:25 UTC,-73.981921,40.768829,-73.979094,40.789478,1
9.7,2010-01-20 20:39:00 UTC,-74.00662,40.70657,-73.979923,40.724555,5
4.9,2012-01-10 12:40:50 UTC,-73.96504,40.77253,-73.981028,40.773366,1
8,2013-06-04 20:20:00 UTC,-73.949312,40.797182,-73.96834,40.79971,1
7.3,2009-12-03 10:15:00 UTC,-73.979213,40.763795,-73.971622,40.759107,2
12.9,2010-08-07 22:16:40 UTC,-73.972551,40.790945,-73.985999,40.756034,1
15.3,2012-06-08 01:27:08 UTC,-73.968207,40.762367,-73.893747,40.722671,1
5.7,2009-05-06 19:21:21 UTC,-73.974764,40.756522,-73.983534,40.762873,
9.7,2009-08-27 21:25:15 UTC,-73.971021,40.758523,-73.974693,40.787959,1
9.3,2011-01-22 20:00:37 UTC,-73.9778,40.725955,-73.988308,40.749,3
10.1,2012-03-01 20:03:00 UTC,-73.9758,40.776402,-73.940792,40.791667,1
15.5,2014-12-29 21:19:00 UTC,-73.97474,40.756487,-74.00416,40.721107,1
9,2015-03-09 13:52:09 UTC,-73.99151611,40.75012589,-73.98178864,40.75960541,1
6.1,2009-02-02 08:17:38 UTC,-73.979841,40.746111,-73.996428,40.739864,1
4.5,2011-09-16 07:13:39 UTC,-73.994771,40.745091,-73.986757,40.746055,1
3.7,2012-04-17 08:56:10 UTC,-73.994117,40.754425,-73.983793,40.752735,1
8.9,2009-04-23 07:13:00 UTC,-73.999183,40.760453,-73.971527,40.759172,1
16.1,2009-07-15 22:19:04 UTC,-73.952848,40.815984,-73.983467,40.791518,2
6.9,2011-10-22 17:30:00 UTC,-73.974148,40.761407,-73.988772,40.750677,2
3.7,2012-02-14 05:55:49 UTC,-73.992131,40.763994,-73.986109,40.772359,1
6.5,2012-03-01 23:21:20 UTC,-73.981563,40.767715,-73.975073,40.787528,1
10,2014-12-02 13:11:00 UTC,-73.98459,40.751507,-73.997058,40.725077,3
8,2015-01-17 18:15:14 UTC,-73.9889679,40.73056412,-73.99422455,40.74534225,1
5.3,2010-07-12 08:20:00 UTC,-73.977558,40.776942,-73.968403,40.786647,1
8.9,2011-02-22 08:48:34 UTC,-73.982418,40.768312,-73.970514,40.763026,1
29.5,2013-06-18 20:55:45 UTC,-73.982925,40.764651,-73.846682,40.724244,1
5,2014-06-10 22:37:32 UTC,-73.97452,40.742482,-73.985706,40.746613,1
6.9,2009-05-25 02:02:07 UTC,-73.982119,40.773643,-73.964699,40.801957,1
7.7,2009-07-08 16:50:38 UTC,-73.987871,40.744032,-74.002031,40.728272,1
13.7,2012-04-29 21:47:07 UTC,-73.950288,40.780055,-73.999023,40.730772,1
9,2015-04-18 16:41:08 UTC,-74.005867,40.73594666,-73.98983765,40.74843597,2
165,2009-08-07 21:49:13 UTC,-73.633363,41.03249,-73.633671,41.032598,1
10.1,2009-12-24 23:05:39 UTC,-73.999877,40.717883,-73.995689,40.68743,2
5.7,2010-03-12 21:18:00 UTC,-73.974677,40.742088,-73.987775,40.738957,2
45.84,2015-05-19 08:04:30 UTC,-73.99285889,40.73778915,-73.99274445,40.73773575,1
43.54,2015-06-23 09:47:44 UTC,-73.86381531,40.76977539,-73.97776031,40.75965881,1
8.1,2010-10-20 09:27:00 UTC,-73.994883,40.750005,-74.007555,40.741008,1
12.1,2011-07-22 13:46:58 UTC,-74.003088,40.744333,-74.010889,40.704445,1
11.7,2012-06-03 15:11:24 UTC,-73.968407,40.786622,-73.939252,40.790705,1
13,2014-05-09 22:11:00 UTC,-74.005627,40.740167,-73.97611,40.764935,2
12.5,2011-02-14 20:18:00 UTC,-74.015955,40.711525,-73.985972,40.763892,1
25.7,2011-05-06 14:09:00 UTC,-73.786918,40.639905,-73.932597,40.654143,1
70,2009-09-01 14:18:00 UTC,-74.105395,40.707137,-74.105402,40.707113,1
6.9,2011-12-10 14:19:00 UTC,-73.967202,40.79324,-73.949418,40.781253,2
6.9,2012-06-26 17:12:00 UTC,-73.963815,40.761417,-73.986645,40.768138,1
6,2013-06-26 09:04:32 UTC,-73.973603,40.789602,-73.965956,40.804982,1
21,2014-05-05 12:19:00 UTC,-73.975647,40.789652,-74.002337,40.724732,1
15.5,2014-10-25 15:01:27 UTC,-73.998993,40.723079,-73.994706,40.750451,1
12,2015-03-11 11:53:55 UTC,-73.97306061,40.74842453,-73.94736481,40.78029251,1
14.5,2009-09-27 13:12:00 UTC,-73.967622,40.787852,-73.992298,40.749227,1
16,2013-01-04 22:32:24 UTC,-73.97825,40.756127,-73.939381,40.816274,2
10,2013-12-04 19:52:55 UTC,-73.991843,40.759591,-73.975727,40.744985,1
5.5,2014-04-17 08:33:00 UTC,-73.96102,40.7968,-73.96035,40.80765,6
13,2012-09-30 23:12:00 UTC,-73.978317,40.782972,-73.96897,40.754157,2
12,2012-10-23 20:24:00 UTC,-73.997347,40.72145,-73.97536,40.755632,1
7.5,2014-05-21 23:03:00 UTC,-73.966582,40.757452,-73.981463,40.733957,5
4.9,2009-12-26 21:34:24 UTC,-73.998838,40.744521,-73.994736,40.734568,1
5.3,2010-04-02 10:24:00 UTC,-73.983223,40.726493,-73.99619,40.728482,1
8.5,2011-09-08 21:48:00 UTC,-73.987487,40.7401,-73.991668,40.727117,4
8,2013-08-19 07:59:00 UTC,-73.999022,40.73446,-73.978103,40.751147,2
43,2013-11-23 18:34:00 UTC,-73.983995,40.768815,-73.985765,40.777082,1
4.5,2014-11-09 19:31:00 UTC,-73.97481,40.75924,-73.96831,40.76812,1
7.7,2009-09-07 22:37:00 UTC,-73.990727,40.751122,-73.966742,40.75877,4
6.9,2010-09-08 08:00:00 UTC,-73.994053,40.698467,-73.944963,40.672183,1
6.9,2012-01-26 21:50:00 UTC,-73.95905,40.767833,-73.981513,40.773587,1
14.5,2012-03-08 10:49:00 UTC,-73.976162,40.788865,-73.970572,40.75906,1
12,2013-03-29 17:16:00 UTC,-74.005832,40.740112,-73.978347,40.762572,2
21.7,2009-09-24 22:07:00 UTC,-73.984707,40.748605,-73.973798,40.678892,1
14.9,2009-12-16 09:41:54 UTC,-73.976493,40.748065,-73.978886,40.782308,1
3.3,2011-05-05 09:24:00 UTC,-74.009768,40.712513,-74.005648,40.71529,1
6.5,2011-11-18 14:27:21 UTC,-74.005534,40.725589,-73.993715,40.741497,1
10.9,2012-07-07 12:11:00 UTC,-73.990468,40.71938,-73.946743,40.706985,1
19.5,2013-09-19 07:53:00 UTC,-73.995765,40.68734,-73.991912,40.747547,1
5.5,2014-09-11 17:16:00 UTC,-73.957972,40.773267,-73.956162,40.783905,5
6.5,2012-02-11 11:23:17 UTC,-73.971911,40.764536,-73.986922,40.771472,1
5.7,2012-07-24 21:06:00 UTC,-73.98002,40.765603,-73.989813,40.762323,5
8.5,2013-01-08 21:41:00 UTC,-73.97075,40.755027,-73.947752,40.770945,1
7,2013-07-31 22:27:00 UTC,-74.003055,40.734317,-73.98958,40.749302,1
3.7,2009-01-06 19:06:00 UTC,-73.981187,40.759337,-73.98588,40.75865,2
9.7,2010-04-13 11:56:00 UTC,-73.981667,40.770515,-73.957388,40.774353,5
6.9,2011-11-10 18:22:00 UTC,-73.981967,40.772912,-73.964573,40.767982,1
8.9,2012-01-17 13:23:00 UTC,-73.84428,40.721353,-73.810493,40.735507,5
12.5,2012-11-07 16:07:00 UTC,-73.978892,40.753022,-73.963172,40.765787,1
24.5,2013-02-06 09:54:00 UTC,-73.956215,40.771692,-74.013557,40.715147,1
11,2013-08-28 18:13:00 UTC,-73.955185,40.76467,-73.997225,40.74971,1
9.5,2014-03-28 22:54:00 UTC,-74.005467,40.736772,-73.999885,40.72356,5
8.5,2013-09-22 14:35:00 UTC,-73.987792,40.769947,-73.972795,40.78761,1
4.5,2015-03-10 17:05:50 UTC,-73.947258,40.77606964,-73.95565796,40.77996063,3
10.5,2009-09-18 22:35:09 UTC,-73.991893,40.753593,-73.975607,40.731016,1
5.3,2009-03-25 06:20:33 UTC,-73.99059,40.756181,-73.975844,40.761905,1
3.7,2011-05-18 00:32:00 UTC,0,0,0,0,1
10.5,2011-08-07 19:10:21 UTC,-73.957445,40.770256,-73.982896,40.731422,1
4.1,2011-12-06 07:00:33 UTC,-73.991338,40.755815,-73.947917,40.746379,1
8.9,2009-05-18 19:34:07 UTC,-73.96645,40.804834,-73.962346,40.775486,1
9.7,2010-08-11 18:56:15 UTC,-73.927553,40.755253,-73.912922,40.666692,1
5.7,2012-02-27 08:26:00 UTC,-73.991322,40.750208,-73.980582,40.743428,1
6,2012-09-24 07:15:00 UTC,-73.992298,40.743707,-73.9805,40.759777,2
4.5,2009-03-26 18:43:00 UTC,-73.957655,40.776095,-73.96737,40.76681,1
8.5,2009-05-29 16:51:00 UTC,-73.960442,40.619563,-73.967588,40.621312,2
9.3,2010-01-15 04:12:36 UTC,-73.95585,40.714084,-73.949875,40.677086,1
16.9,2010-12-07 14:05:10 UTC,-73.974552,40.780061,-73.981176,40.782557,1
15,2013-05-19 16:51:48 UTC,-73.965827,40.762108,-73.980814,40.782075,3
13.5,2015-01-11 19:27:33 UTC,-73.97363281,40.76386261,-73.9230423,40.74356842,1
6.5,2010-04-01 08:43:07 UTC,-73.974967,40.76544,-73.972619,40.751118,1
10.5,2011-09-20 23:09:34 UTC,-73.989317,40.726856,-73.981846,40.761335,1
29.7,2011-10-07 19:20:00 UTC,-73.86568,40.770982,-74.008202,40.715732,1
13.5,2013-12-05 23:30:00 UTC,-73.988202,40.746072,-73.951995,40.786632,1
6.5,2012-05-19 10:48:42 UTC,-73.981718,40.746854,-73.998042,40.745183,1
10.5,2012-06-24 15:28:00 UTC,-73.965658,40.806177,-73.987683,40.770205,1
10.5,2013-03-01 00:06:41 UTC,0,0,0,0,3
6,2013-05-22 12:04:02 UTC,-73.971371,40.760927,-73.974673,40.755811,2
6.5,2014-07-11 20:14:07 UTC,-74.010031,40.712175,-73.999721,40.730951,1
3.3,2010-04-09 19:17:21 UTC,-73.963262,40.766141,-73.959067,40.771833,2
15,2013-03-01 21:23:00 UTC,-73.98636,40.72808,-74.011387,40.702452,5
9,2013-05-08 03:32:15 UTC,-74.010006,40.729854,-73.98658,40.730052,2
8,2014-08-26 07:55:00 UTC,-73.9953,40.7452,-73.97761,40.75559,1
31.7,2011-09-12 13:42:50 UTC,-73.885276,40.773068,-73.985929,40.754375,1
10.9,2009-04-30 11:29:27 UTC,-73.977643,40.782889,-73.970435,40.762518,1
7.3,2009-05-14 21:59:15 UTC,-73.998619,40.734971,-73.990385,40.75687,1
8,2015-05-15 18:03:16 UTC,-73.97574615,40.74564743,-73.99471283,40.7406044,2
19.7,2012-06-04 18:53:28 UTC,-74.01103,40.702972,-73.969646,40.76457,1
10,2014-10-28 00:23:00 UTC,-73.98073,40.753562,-73.978575,40.729652,5
,2009-03-30 01:26:23 UTC,-73.975024,40.755583,-73.968572,40.761105,1
8.9,2009-06-21 09:55:27 UTC,-73.958935,40.774758,-73.98424,40.743056,1
4.5,2013-01-26 23:19:00 UTC,-73.960268,40.813252,-73.965888,40.805562,3
10.5,2013-01-31 21:53:00 UTC,-73.964383,40.770412,-73.986957,40.749492,1
30.5,2013-02-24 21:16:46 UTC,-73.976657,40.683125,-73.982267,40.767462,2
10,2013-08-07 19:25:00 UTC,-73.965272,40.766177,-73.981697,40.773535,4
7.5,2015-01-22 08:28:10 UTC,-73.99753571,40.75681686,-73.97945404,40.75258255,1
16.1,2010-12-01 10:16:19 UTC,-73.973076,40.748211,-73.941726,40.800106,1
7.3,2011-12-14 22:42:16 UTC,-73.994476,40.750673,-73.979581,40.752714,1
26.5,2009-04-17 00:58:35 UTC,-73.976588,40.759132,-73.923739,40.694197,3
7.7,2011-03-19 15:51:57 UTC,-74.00494356,40.71918393,-73.9914647,40.72368641,1
4.5,2012-04-09 15:50:32 UTC,-73.981388,40.755832,-73.987731,40.748858,1
8,2013-06-13 08:37:00 UTC,-73.977485,40.77704,-73.965127,40.772222,1
30.5,2015-03-12 21:54:14 UTC,-73.97460175,40.75051117,-73.86739349,40.83565521,1
5,2015-04-18 13:32:01 UTC,-73.97808838,40.76290894,-73.98229218,40.76725006,4
